SI_IMP155	TATA VARANASI DELTA	Released	Wipro GE Healthcare Private Limited
SI_IMP1	TFS Contract - 230041	Released	Bangalore International Airport Limited
SI_AMC12	TIIC Fortinet renewal	Released	THE TAMILNADU INVESTMENT CORPORATION LTD
DC_IMP14	TPHQ - DC	Released	Larsen & Toubro Limited (Telangana)
DC_IMP6	TPHQ CCC	Released	Larsen & Toubro Limited (Telangana)
SI_O-M19	TPL Bharathnet SNOC Raipur O&M	Released	TATA PROJECTS LIMITED
MS_CLOUD7	Trivitron _ AWS Consumption - 240307	Released	TRIVITRON HEALTH CARE
CL_SUB_RE6	Trivitron Health Care	Released	TRIVITRON HEALTH CARE
SP_CON2	TRV- Consulting - 250117	Released	AECOM India Private Limited
DC_AMC3	University of Calicut(DC AMC)	Released	University of Calicut
SI_SUP63	Victora Hospi_Supply of Wi-Fi Indoor AP	Released	VICTORA HOSPITALITIES PRIVATE LIMITED
SI_SUP11	Visteon 9300 Switch Supply	Released	VISTEON TECHNICAL AND SERVICES CENTRE PRIVATE LIMITED
SI_SUP10	Visteon Supply	Released	VISTEON TECHNICAL AND SERVICES CENTRE PRIVATE LIMITED
SI_SUP55	Visteon Switch Supply	Released	VISTEON TECHNICAL AND SERVICES CENTRE PRIVATE LIMITED
SI_SUP33	Visteon Switches	Released	VISTEON TECHNICAL AND SERVICES CENTRE PRIVATE LIMITED
SI_SUP34	Vlink SFP module	Released	V Link Systems (P) Ltd
SI_SUP42	VM Ware License supply	Released	Inspace Technologies (P) Ltd
SI_SUP82	VMWARE VSPHERE 8 ESSENTIALS KIT	Released	Inspace Technologies (P) Ltd
CL_SUP11	VOICE SNAP SERVICES - VDI Solution	Released	VOICE SNAP SERVICES PVT LTD
CL_SUB_RE2	VOLUMEMAIL readylink.in -1 Year	Released	Readylink Internet Services Limited
MS_SUP16	Web Application protection	Released	Karnataka Power Transmission Corp ltd
MS_SUP6	Web Hosting Renewal	Released	United Institute of Technology
MS_SUP28	Web Hosting renewal for 1 year	Released	United Institute of Technology
MS_CLOUD5	Web Portal Migration to AWS Cloud	Released	TRIVITRON HEALTH CARE
MS_CLOUD4	Web Portal Migration to AWS Cloud	Released	TRIVITRON HEALTH CARE
SI_SUP22	WiFi Access Points & Switch supply	Released	Amrita Vishwa Vidyapeetham(TN)
CPSO622	WiFi AMC renewal for Aruba Stack-240425	Released	Siemens Technology and Services Pvt Ltd.
SI_IMP31	WIPRO GE HEALTH CARE_LAN Networking	Released	Wipro GE Healthcare Private Limited
SI_IMP42	Wipro GE Healthcare pvt ltd	Released	Wipro GE Healthcare Private Limited
DC_O-M1	Wipro GE(MCC DC O&M Support)	Released	Wipro GE Healthcare Private Limited
DC_O-M6	WIPRO GE(MCC DC/DR - 3 Yrs FMS Support)	Released	Wipro GE Healthcare Private Limited
DC_AMC2	Wipro GE(MCC DC/DR - AMC Support)	Released	Wipro GE Healthcare Private Limited
DC_AMC5	WIPRO GE(MCC DC/DR -CAMC Support)	Released	Wipro GE Healthcare Private Limited
SI_IMP44	Wipro-GE healthcare_UPS and cabling work	Released	Wipro GE Healthcare Private Limited
MS_SUP29	Zimbra Renewal - 240080	Released	Lakshmi Card Clothing Mfg Company
